chapter,question,options,correct-answer,note,page,difficulty
6,Which of the following increases your chances of having a collision?,"""a: Continuously changing lanes to pass other vehicles, b: Adjusting your rearview mirror before you start driving, c: Looking over your shoulder while making lane changes""","""a""","""Continuously changing lanes to pass other vehicles is dangerous as it can lead to collisions.  'Stay in one lane as much as possible. Do not weave in and out of traffic. Last minute lane or direction changes may increase the risk of collisions.'""",15,easy
6,"When changing lanes on a freeway, you should:","""a: Signal for at least five seconds., b: Slow down before you start to change lanes., c: Assume there is enough space in the next lane for your vehicle""","""a""","""The DMV handbook states, 'Signal at least five seconds before you change lanes on a freeway.'""",15,easy
6,You are driving a slow moving vehicle on a winding two-lane highway. You must pull over when it is safe and let other drivers pass when you are followed by,"""a: 3 vehicles, b: 4 vehicles, c: 5 or more vehicles""","""c""","""According to the DMV handbook, on a two-lane road with five or more vehicles behind you, you must use a turnout area or lane to let other vehicles pass when you are driving slowly, where passing is unsafe.  'You must use a turnout area or lane to let other vehicles pass when you are driving slowly on a two-lane road, where passing is unsafe, and there are five or more vehicles following you.'""",16,medium
6,It is illegal to drive in a bicycle lane unless you are:,"""a: in need of the space and the bike lane is empty., b: Passing another vehicle, c: Parking (where permitted)""","""c""","""The DMV handbook states on page 17, 'It is illegal to drive in a bicycle lane unless you are: Parking (where permitted). Entering or leaving the road. Turning (within 200 feet of an intersection).'""",17,easy
6,You may drive a motor vehicle in a bike lane:,"""a: If you drive more slowly than 15 mph., b: No more than 200 feet before making a right turn., c: Whenever bicyclists are not present.""","""b""","""According to the DMV handbook, 'It is illegal to drive in a bicycle lane unless you are: Parking (where permitted), Entering or leaving the road, Turning (within 200 feet of an intersection).'""",17,medium
6,What should you do to make a right turn at an upcoming intersection?,"""a: Merge into the bicycle lane before making the turn., b: Wait until the bicycle lane ends then make the turn., c: Make the turn from your current lane and do not enter the bicycle lane.""","""c""","""To make a right turn, drive close to the right edge of the road. If a designated right turn lane is available, enter at the opening. You can drive in a bike lane within 200 feet from the turn. Check for bicyclists in your blind spots.""",18,easy
6,"You are driving alongside a bicycle lane and want to turn right at a corner. You should signal, look carefully for bike riders, then","""a: Merge into the bike lane before turning, b: Make your turn being careful to stay out of the bike lane, c: Speed up and pass any bicycle riders before they get to the corner""","""b""","""The DMV Handbook states: 'You can drive in a bike lane within 200 feet from the turn. Check for bicyclists in your blind spots.'""",18,easy
6,"If a truck or bus is making a right turn where you also need to make a right turn, you should:","""a: Quickly turn before the truck or bus is able to., b: Wait until the truck or bus turns before you turn., c: Squeeze between the truck or bus and the curb.""","""b""","""The DMV handbook states that when turning right, you should drive close to the right edge of the road.  It also states that when turning right from a one-way street onto a one-way street, you should start the turn in the far-right lane.  This means you should wait for the truck or bus to turn before you turn, rather than quickly turning before them or squeezing between them and the curb.""",18,easy
6,"To make a right turn at a corner, you:","""a: May not enter the bicycle lane., b: Should only merge into the bicycle lane if you stop before turning., c: Must merge into the bicycle lane before turning.""","""b""","""The DMV Handbook states: 'You can drive in a bike lane within 200 feet from the turn. Check for bicyclists in your blind spots.'""",18,medium
6,"When making a right turn from a highway with two lanes traveling in your direction, you may turn from:","""a: The lane closest to the center of the road., b: The lane nearest the curb or edge of the roadway., c: Either lane""","""b""","""According to the DMV handbook, when making a right turn from a highway with two lanes traveling in your direction, you may turn from 'the lane nearest the curb or edge of the roadway'.""",18,easy
6,You are getting ready to make a right turn. You should:,"""a: Signal and turn immediately., b: Stop before entering the right lane and let all other traffic go first., c: Slow down or stop""","""c""","""To make a right turn, drive close to the right edge of the road. If a designated right turn lane is available, enter at the opening.  You can drive in a bike lane within 200 feet from the turn. Check for bicyclists in your blind spots. Watch for pedestrians, bicyclists, or motorcyclists between your vehicle and the curb. Start signaling about 100 feet before the turn. Look over your right shoulder and reduce your speed. Stop behind the limit line. A limit line is a wide white line that shows the drivers where to stop before an intersection or crosswalk. If there is no limit line, stop before you enter the crosswalk. If there is no crosswalk, stop before you enter the intersection.  Look both ways (left-right-left) and turn when it is safe. Complete your turn in the right lane. Do not turn wide into another lane.""",18,easy
6,You want to make a right turn at an upcoming intersection. You should slow down and:,"""a: Move toward the left side of your lane., b: Avoid driving in the bicycle lane., c: Signal for 100 feet before turning.""","""c""","""According to the DMV handbook on page 18, 'Start signaling about 100 feet before the turn.'""",18,easy
